"lsoa11cd","CAUTH18NM","lsoa11nm","IMD.2010.adjusted","National.quintile1","National.decile2","imd_rank","GOR.CODE","GOR.NAME","IMD.SCORE","RANK.OF.IMD.SCORE..where.1.is.most.deprived.","INCOME.SCORE","RANK.OF.INCOME.SCORE..where.1.is.most.deprived.","EMPLOYMENT.SCORE","RANK.OF.EMPLOYMENT.SCORE..where.1.is.most.deprived.","HEALTH.DEPRIVATION.AND.DISABILITY.SCORE","RANK.OF.HEALTH.DEPRIVATION.AND.DISABILITY.SCORE..where.1.is.most.deprived.","EDUCATION.SKILLS.AND.TRAINING.SCORE","RANK.OF.EDUCATION.SKILLS.AND.TRAINING.SCORE..where.1.is.most.deprived.","BARRIERS.TO.HOUSING.AND.SERVICES.SCORE","RANK.OF.BARRIERS.TO.HOUSING.AND.SERVICES.SCORE..where.1.is.most.deprived.","CRIME.AND.DISORDER.SCORE","RANK.OF.CRIME.SCORE..where.1.is.most.deprived.","LIVING.ENVIRONMENT.SCORE","RANK.OF.LIVING.ENVIRONMENT.SCORE..where.1.is.most.deprived.","Indoors.Sub.domain.Score","Indoors.Sub.domain.Rank..where.1.is.most.deprived.","Outdoors.Sub.domain.Score","Outdoors.Sub.domain.Rank..where.1.is.most.deprived.","Geographical.Barriers.Sub.domain.Score","Geographical.Barriers.Sub.domain.Rank..where.1.is.most.deprived.","Wider.Barriers.Sub.domain.Score","Wider.Barriers.Sub.domain.Rank..where.1.is.most.deprived.","Children.Young.People.Sub.domain.Score","Children.Young.People.Sub.domain.Rank..where.1.is.most.deprived.","Skills.Sub.domain.Score","Skills.Sub.domain.Rank..where.1.is.most.deprived.","IDACI.score","Rank.of.IDACI..where.1.is.most.deprived.","IDAOPI.score","Rank.of.IDAOPI..where.1.is.most.deprived."
"E01005524","Greater Manchester","Rochdale 021A",27.92,2,3,9268,"B","North West",27.92,9168,0.11,16016,0.12,9320,0.58,8220,24.15,10973,5.16,31331,2.1,118,19.46,14223,17.55,14916,23.28,11536,2.62,28939,7.7,23119,15.37,16446,32.93,7438,0.17,14799,0.16,17506
"E01005525","Greater Manchester","Rochdale 021B",55.96,1,1,1272,"B","North West",55.96,1277,0.34,2452,0.26,956,1.73,822,38.51,5675,16.37,20753,2.08,129,20.68,13386,25.09,10628,11.85,19235,25.99,10204,6.75,24116,35.46,6617,41.55,4979,0.49,2381,0.36,4638
"E01005526","Greater Manchester","Rochdale 021C",31.75,2,3,7515,"B","North West",31.75,7449,0.21,8142,0.16,5099,0.84,5595,30.89,8024,10.67,27050,0.83,5148,20.77,13331,8.49,22330,45.33,4160,15.83,16110,5.52,25462,25.8,10294,35.97,6462,0.27,9394,0.3,6864
"E01005527","Greater Manchester","Rochdale 022A",60.94,1,1,733,"B","North West",60.94,743,0.37,1850,0.29,486,1.74,780,75.03,563,6.37,30651,1.23,2038,19.36,14294,17.67,14837,22.74,11821,7.06,23787,5.68,25279,53.84,2743,96.22,77,0.43,3793,0.45,2017
"E01005528","Greater Manchester","Rochdale 021D",35.74,1,2,6016,"B","North West",35.74,5960,0.22,7243,0.19,3491,1.07,3626,39.33,5469,11.12,26621,0.65,7208,20.08,13783,18.29,14433,23.68,11331,13.61,17787,8.62,22195,34.21,7010,44.45,4340,0.37,5792,0.19,14036
"E01005529","Greater Manchester","Rochdale 022B",53.75,1,1,1573,"B","North West",53.75,1581,0.35,2322,0.27,809,1.63,1058,57.81,2073,3.87,31874,0.81,5423,27.56,9597,28.58,9073,25.5,10433,1.81,29989,5.93,25000,42.21,4826,73.41,928,0.45,3234,0.46,1722
"E01005530","Greater Manchester","Rochdale 025A",11.46,4,7,22392,"B","North West",11.46,22168,0.06,25139,0.07,18373,0.09,14701,8.77,22821,10.46,27270,0.61,7724,6.75,26762,2.77,28744,14.71,16935,19.43,13715,1.5,30406,1.91,29861,15.64,16250,0.06,26679,0.09,26221
"E01005531","Greater Manchester","Rochdale 025B",23.16,2,4,11935,"B","North West",23.16,11813,0.13,14043,0.11,11470,0.73,6619,28.5,8964,22.15,14226,-0.01,16431,20.1,13771,22.02,12206,16.25,15811,35.78,6521,8.52,22292,28.56,9080,28.44,9132,0.19,13499,0.24,10636
"E01005532","Greater Manchester","Rochdale 025C",46.37,1,1,2899,"B","North West",46.37,2902,0.32,3188,0.23,1637,1.52,1381,41.12,5014,15.83,21389,0.99,3722,9.49,23454,9.07,21757,10.34,20570,26.9,9793,4.76,26336,34.89,6795,47.36,3773,0.47,2791,0.29,7634
"E01005533","Greater Manchester","Rochdale 024A",24.42,2,4,11144,"B","North West",24.42,11026,0.15,12615,0.13,7833,0.89,5100,12.47,19282,12,25707,-0.35,21465,41,4710,33.48,7252,56.06,2451,18.26,14455,5.74,25214,10.05,20832,14.89,16801,0.14,17508,0.32,6165
"E01005534","Greater Manchester","Rochdale 023A",30.79,2,3,7928,"B","North West",30.79,7851,0.2,8500,0.14,6985,1.08,3540,24.65,10730,7.2,30080,1.09,2918,15.78,17156,13.41,17948,20.54,13046,9.76,21099,4.64,26466,15.85,16094,33.44,7263,0.23,11534,0.32,5983
"E01005535","Greater Manchester","Rochdale 023B",33.58,2,3,6778,"B","North West",33.58,6714,0.18,9865,0.18,3890,1.32,2148,26.18,9987,14.58,22783,0.24,12893,30.93,8127,28.11,9270,36.58,6284,24.09,11119,5.06,25988,12.48,18703,39.88,5387,0.25,10247,0.19,14043
"E01005536","Greater Manchester","Rochdale 021E",34.34,1,2,6500,"B","North West",34.34,6435,0.22,7435,0.15,6245,0.91,4862,41.26,4981,12.01,25696,1.1,2888,21.93,12604,18.92,14033,27.95,9339,19.06,13942,4.95,26107,51.26,3119,31.26,8029,0.35,6315,0.23,11383
"E01005537","Greater Manchester","Rochdale 023C",12.56,4,7,21090,"B","North West",12.56,20887,0.05,26095,0.08,16821,0.3,11759,18.19,14626,19.11,17475,-0.49,23302,8.46,24673,7.13,23713,11.12,19866,33.2,7346,5.02,26025,10.42,20498,25.96,10220,0.07,24324,0.11,23450
"E01005538","Greater Manchester","Rochdale 023D",31.64,2,3,7568,"B","North West",31.64,7501,0.24,6344,0.15,6378,0.98,4339,40.65,5146,12.67,24935,0.29,12091,14,18765,9.34,21501,23.31,11520,15.66,16231,9.68,21174,32.44,7607,48.87,3507,0.33,7216,0.38,3919
"E01005539","Greater Manchester","Rochdale 024B",51,1,1,2001,"B","North West",51,2004,0.25,5799,0.24,1515,1.67,969,38.86,5591,7.84,29587,1.85,320,44.02,3912,37.42,6043,57.23,2309,9.32,21521,6.37,24521,29.19,8824,48.53,3565,0.26,9923,0.36,4617
"E01005540","Greater Manchester","Rochdale 023E",23.37,2,4,11792,"B","North West",23.37,11670,0.08,20704,0.11,10506,0.86,5329,20.16,13288,10.73,27001,0.93,4265,28.94,8950,20.79,12900,45.24,4178,18.46,14326,3.01,28442,8.15,22666,32.17,7701,0.07,25339,0.16,16904
"E01005541","Greater Manchester","Rochdale 023F",31.01,2,3,7824,"B","North West",31.01,7749,0.16,11240,0.15,6621,1.08,3545,35.4,6533,14.16,23274,0.44,9891,32.98,7330,32.15,7707,34.63,6878,21.59,12447,6.73,24133,28.9,8944,41.9,4899,0.2,13301,0.27,8316
"E01005542","Greater Manchester","Rochdale 023G",42.16,1,2,3941,"B","North West",42.16,3925,0.22,7213,0.2,3059,1.66,992,34.01,6941,6.64,30463,1.38,1369,24.19,11294,13.83,17612,44.92,4244,5.12,25916,8.16,22652,23.75,11291,44.26,4378,0.21,12771,0.36,4397
"E01005543","Greater Manchester","Rochdale 021F",18.7,3,5,15163,"B","North West",18.7,15005,0.11,16209,0.1,13334,0.87,5296,16.63,15787,18.72,17951,-0.19,19084,9.31,23687,12.39,18780,3.16,28254,33.85,7128,3.58,27739,12.51,18676,20.75,12926,0.1,20786,0.24,10718
"E01005544","Greater Manchester","Rochdale 025D",8.49,4,8,26251,"B","North West",8.49,25988,0.05,26379,0.06,20841,0.14,13928,9.71,21881,6.64,30470,-0.59,24658,9.36,23621,3.21,28191,21.65,12413,11.32,19691,1.95,29806,4.87,26204,14.55,17057,0,31706,0.1,23934
"E01005545","Greater Manchester","Rochdale 025E",8.35,5,9,26418,"B","North West",8.35,26156,0.03,30215,0.06,21585,0.23,12642,6.05,25910,4.29,31733,0.19,13598,7.38,26002,1.35,30603,19.44,13711,5.65,25318,2.93,28544,2.21,29468,9.89,20985,0.03,31007,0.07,28318
"E01005546","Greater Manchester","Rochdale 024C",32.99,2,3,7000,"B","North West",32.99,6938,0.17,10937,0.16,5290,0.94,4616,22.48,11925,13.08,24471,1.67,580,17.27,15894,15.17,16589,21.48,12510,22.19,12117,3.98,27251,19.37,13748,25.58,10399,0.18,14023,0.23,11052
"E01005547","Greater Manchester","Rochdale 024D",35.06,1,2,6258,"B","North West",35.06,6199,0.18,10109,0.14,7594,1.35,1978,34.41,6826,21.59,14785,1.23,2036,20.52,13497,20.9,12837,19.74,13525,36.61,6273,6.56,24321,37.39,6051,31.43,7966,0.25,10284,0.26,9539
"E01005548","Greater Manchester","Rochdale 024E",40.12,1,2,4551,"B","North West",40.12,4527,0.21,7930,0.22,2112,1.37,1901,27.05,9599,5.99,30892,1.15,2570,28.23,9279,25.05,10648,34.58,6891,5.23,25790,6.76,24108,18.83,14090,35.27,6677,0.24,11124,0.31,6717
"E01005549","Greater Manchester","Rochdale 025F",9.33,4,8,25176,"B","North West",9.33,24919,0.03,30566,0.08,17470,0.15,13834,3.73,28578,10.75,26990,0.18,13678,9.37,23603,5.71,25248,16.7,15495,20.63,12996,0.87,31266,1.67,30180,5.8,25153,0.02,31374,0.06,30363
"E01005550","Greater Manchester","Rochdale 025G",14.75,3,6,18688,"B","North West",14.75,18486,0.06,24113,0.09,14039,0.8,5871,10.14,21430,8.21,29314,0.21,13206,7.33,26047,5.83,25117,10.33,20580,14.07,17423,2.36,29280,8.53,22282,11.74,19325,0.06,26656,0.09,25960
"E01005551","Greater Manchester","Rochdale 022C",62.73,1,1,610,"B","North West",62.73,620,0.41,940,0.28,698,1.82,624,71.89,767,6.36,30658,1.22,2114,23.81,11511,27.08,9714,17.26,15114,6.34,24550,6.38,24514,60.27,1970,83.51,447,0.52,1770,0.54,813
"E01005552","Greater Manchester","Rochdale 022D",70.8,1,1,199,"B","North West",70.8,207,0.52,152,0.37,107,2.04,320,74.78,581,7.44,29891,0.8,5486,22.87,12033,19.83,13468,28.94,8925,9.15,21683,5.74,25219,59.39,2064,90.17,228,0.62,622,0.55,680
"E01005553","Greater Manchester","Rochdale 022E",46.93,1,1,2784,"B","North West",46.93,2787,0.3,3607,0.22,1868,1.15,3119,65.55,1220,3.52,31990,0.85,4923,23.5,11685,22.8,11787,24.91,10719,1.69,30146,5.34,25667,61.37,1858,69.72,1163,0.43,3947,0.32,5925
"E01005554","Greater Manchester","Rochdale 022F",24.17,2,4,11291,"B","North West",24.17,11169,0.13,14229,0.12,9435,0.69,6981,17.65,15030,19.21,17359,0.91,4433,15.95,17020,11.14,19853,25.56,10405,33.09,7381,5.33,25681,11.03,19945,24.27,11030,0.18,14522,0.19,14590
"E01005555","Greater Manchester","Rochdale 014A",9.99,4,8,24276,"B","North West",9.99,24037,0.07,22908,0.06,20838,0.3,11728,7.4,24322,9.96,27743,0.03,15920,3.57,30398,1.1,30950,8.52,22292,17.06,15251,2.86,28633,4.77,26322,10.03,20856,0.09,22660,0.11,23225
"E01005556","Greater Manchester","Rochdale 013A",15.75,3,6,17750,"B","North West",15.75,17561,0.09,18835,0.09,14745,0.71,6839,11.56,20112,6.93,30273,0.04,15813,14.03,18730,12.19,18941,17.69,14824,9.4,21440,4.46,26678,6.29,24613,16.83,15404,0.14,16879,0.15,18016
"E01005557","Greater Manchester","Rochdale 014B",12.87,4,7,20737,"B","North West",12.87,20539,0.06,24313,0.07,18969,0.21,12972,10.78,20844,3.78,31907,0.94,4150,5.01,28814,1.29,30682,12.45,18726,5.72,25242,1.84,29949,9.55,21298,12,19108,0.1,20851,0.08,27221
"E01005558","Greater Manchester","Rochdale 014C",29.65,2,3,8434,"B","North West",29.65,8345,0.21,8048,0.13,8115,1.09,3505,30.94,8003,3.25,32092,0.72,6362,16.52,16532,9.62,21239,30.34,8374,1.51,30386,4.98,26073,31.18,8059,30.71,8235,0.3,8238,0.31,6492
"E01005559","Greater Manchester","Rochdale 013B",40.8,1,2,4344,"B","North West",40.8,4326,0.27,4766,0.21,2260,1.47,1562,30.47,8172,9.95,27749,1.03,3390,7.19,26218,5.19,25831,11.17,19825,13.6,17793,6.31,24591,37.14,6122,23.8,11269,0.33,7227,0.35,4686
"E01005560","Greater Manchester","Rochdale 013C",17.65,3,5,16081,"B","North West",17.65,15905,0.09,19427,0.1,12149,0.73,6561,7.92,23717,10.71,27018,0.4,10490,17.57,15655,7.87,22947,36.96,6172,19,13979,2.41,29213,3.82,27450,12.03,19082,0.11,19851,0.11,23518
"E01005561","Greater Manchester","Rochdale 014D",18.11,3,5,15661,"B","North West",18.11,15492,0.1,17706,0.09,14102,0.72,6646,12.18,19564,13.03,24527,0.58,8032,12.28,20446,16.48,15647,3.87,27388,23.06,11650,3.01,28448,9.13,21701,15.23,16548,0.1,21140,0.17,15957
"E01005562","Greater Manchester","Rochdale 014E",23.16,2,4,11931,"B","North West",23.16,11810,0.16,11704,0.12,9999,0.9,5019,22.69,11799,3.81,31894,0.49,9276,10,22901,8.27,22548,13.47,17899,3.65,27657,3.97,27269,16.85,15393,28.53,9096,0.15,16401,0.29,7486
"E01005563","Greater Manchester","Rochdale 012B",44.16,1,2,3417,"B","North West",44.16,3409,0.32,2990,0.15,6119,1.1,3418,27.75,9289,7.55,29806,2.03,161,47.76,3027,47.92,3673,47.45,3756,7.03,23817,8.06,22753,21.73,12367,33.78,7153,0.42,4195,0.28,8193
"E01005564","Greater Manchester","Rochdale 015E",52.15,1,1,1825,"B","North West",52.15,1829,0.43,688,0.2,3015,1.25,2504,54.75,2432,9.77,27915,0.18,13690,53.87,1856,62.08,1789,37.45,6033,5.26,25751,14.28,17262,32.24,7677,77.27,719,0.47,2721,0.69,201
"E01005565","Greater Manchester","Rochdale 012C",43.69,1,2,3531,"B","North West",43.69,3521,0.32,3022,0.21,2296,1.64,1025,40.12,5278,20.35,16099,0.21,13223,8.86,24224,3.29,28101,20.01,13363,34.03,7071,6.68,24192,33.17,7355,47.07,3827,0.43,3865,0.34,5188
"E01005566","Greater Manchester","Rochdale 012D",39.98,1,2,4593,"B","North West",39.98,4568,0.32,2995,0.19,3387,1.18,2920,38.25,5745,14.13,23299,0.53,8668,15.95,17014,14.71,16932,18.42,14351,23.09,11636,5.18,25845,35.95,6468,40.55,5219,0.44,3456,0.3,7157
"E01005567","Greater Manchester","Rochdale 013D",35.13,1,2,6232,"B","North West",35.13,6173,0.15,12208,0.17,4785,1.31,2201,21.98,12200,17.92,18845,1.57,779,18.13,15225,15.2,16570,23.98,11176,31.44,7964,4.4,26758,19.65,13581,24.31,11009,0.17,15017,0.24,10625
"E01005568","Greater Manchester","Rochdale 012E",76.74,1,1,57,"B","North West",76.74,59,0.54,99,0.33,235,2.41,77,68.19,1011,14.07,23369,2.07,135,31.71,7820,34.62,6880,25.89,10254,15.78,16146,12.36,18800,67.69,1310,68.7,1235,0.59,891,0.72,173
"E01005569","Greater Manchester","Rochdale 012F",55.38,1,1,1348,"B","North West",55.38,1353,0.38,1563,0.25,1175,1.43,1702,39.78,5362,18.15,18573,2.26,63,13.72,19064,11.72,19349,17.73,14800,28.68,9033,7.62,23201,36.03,6444,43.52,4537,0.57,1123,0.21,12849
"E01005570","Greater Manchester","Rochdale 007A",11.45,4,7,22414,"B","North West",11.45,22191,0.07,23132,0.08,17616,0.46,9570,3.96,28306,3.12,32121,0.23,12939,8.02,25209,7.95,22871,8.16,22654,4.41,26740,1.84,29956,2.55,29033,5.37,25631,0.12,18976,0.08,27878
"E01005571","Greater Manchester","Rochdale 006D",9.39,4,8,25085,"B","North West",9.39,24831,0.05,27237,0.05,24321,0.18,13405,4.12,28113,23.44,12932,0.1,14898,5.77,27953,7.55,23272,2.21,29472,43.99,4435,2.88,28610,2.08,29644,6.17,24743,0.05,28118,0.09,26660
"E01005572","Greater Manchester","Rochdale 007B",9.18,4,8,25373,"B","North West",9.18,25114,0.06,24884,0.07,18826,0.2,13066,5.33,26704,10.75,26991,-0.17,18723,3.36,30583,2.25,29416,5.57,25408,19.02,13971,2.48,29120,4.74,26355,5.91,25021,0.08,23272,0.09,25407
"E01005573","Greater Manchester","Rochdale 007C",5.35,5,10,30007,"B","North West",5.35,29688,0.03,30569,0.04,28218,0.21,13003,4.77,27338,14.56,22807,-1.03,28899,1.17,32217,0.53,31734,2.45,29156,27.71,9439,1.4,30533,1.93,29828,7.6,23219,0.02,31756,0.09,26298
"E01005574","Greater Manchester","Rochdale 007D",10.16,4,8,24052,"B","North West",10.16,23816,0.06,25811,0.06,23000,0.24,12510,2.98,29459,8.67,28935,0.72,6410,6.87,26604,4.91,26157,10.79,20163,15.22,16551,2.11,29598,2.39,29241,3.57,27749,0.09,22608,0.06,30330
"E01005575","Greater Manchester","Rochdale 011B",7.58,5,9,27375,"B","North West",7.58,27095,0.05,27357,0.07,19602,0.2,13102,3.73,28583,11.24,26487,-1.05,29067,5.74,27983,3.79,27481,9.63,21225,20.78,12908,1.71,30126,2.35,29291,5.11,25926,0.05,27571,0.06,29987
"E01005576","Greater Manchester","Rochdale 011C",8.66,4,8,26036,"B","North West",8.66,25777,0.05,26608,0.05,24384,0.26,12339,0.84,31886,12.24,25402,0.46,9547,3.12,30805,1.14,30893,7.09,23756,23.1,11630,1.39,30553,0.32,32028,1.37,30584,0.05,27398,0.08,28060
"E01005577","Greater Manchester","Rochdale 011D",7.33,5,9,27682,"B","North West",7.33,27394,0.05,27338,0.06,23069,-0.03,16324,2.81,29662,14.16,23278,-0.03,16817,4.92,28942,4.4,26755,5.96,24968,26.75,9861,1.56,30320,1.89,29881,3.72,27571,0.06,25763,0.06,30068
"E01005578","Greater Manchester","Rochdale 004A",50.92,1,1,2017,"B","North West",50.92,2018,0.39,1430,0.19,3366,1.54,1338,66.62,1140,15.9,21293,0.75,6039,21.48,12895,21.43,12539,21.58,12454,20.53,13053,11.26,19744,42.28,4811,90.96,206,0.47,2914,0.42,2622
"E01005579","Greater Manchester","Rochdale 004B",72.4,1,1,148,"B","North West",72.4,155,0.55,64,0.3,458,1.86,560,76.25,504,13.41,24114,1.89,272,12.92,19827,7.59,23237,23.58,11382,19.59,13615,7.23,23610,83.07,464,69.44,1183,0.65,426,0.48,1406
"E01005580","Greater Manchester","Rochdale 008A",39.58,1,2,4708,"B","North West",39.58,4682,0.26,5212,0.14,7014,1.05,3767,40.51,5184,6.74,30397,1.55,822,38.86,5360,37.79,5938,40.98,5116,5.78,25171,7.7,23121,34.32,6977,46.71,3893,0.35,6358,0.31,6586
"E01005581","Greater Manchester","Rochdale 008B",56.27,1,1,1231,"B","North West",56.27,1236,0.37,1738,0.26,926,1.85,569,55.64,2330,5.51,31148,0.68,6813,39.24,5241,32.3,7656,53.12,2843,0.5,31779,10.51,20408,48.07,3646,63.22,1682,0.36,5936,0.45,1961
"E01005583","Greater Manchester","Rochdale 008D",57.26,1,1,1133,"B","North West",57.26,1138,0.51,191,0.2,2911,1.63,1039,66.89,1115,11.46,26273,0.24,12859,34.59,6739,25.45,10460,52.87,2879,6.23,24673,16.7,15497,39.57,5466,94.2,123,0.55,1310,0.97,7
"E01005585","Greater Manchester","Rochdale 008F",43.41,1,2,3612,"B","North West",43.41,3602,0.36,2007,0.15,6131,1.22,2672,44.39,4264,18.62,18067,0.8,5554,35.07,6569,36.61,6275,31.99,7763,25.16,10594,12.08,19040,46.84,3869,41.93,4891,0.51,2058,0.43,2307
"E01005586","Greater Manchester","Rochdale 004C",70.09,1,1,231,"B","North West",70.09,239,0.45,556,0.3,432,1.98,379,76.39,499,23.68,12697,1.75,459,9.61,23310,8.62,22202,11.61,19443,39.34,5525,8.02,22794,78.64,653,74.15,885,0.57,1107,0.38,3858
"E01005587","Greater Manchester","Rochdale 007E",8.33,5,9,26448,"B","North West",8.33,26185,0.04,28191,0.04,27443,-0.07,16965,3.81,28472,15.26,22050,0.75,6060,2.46,31395,0.49,31788,6.38,24508,28.83,8969,1.68,30162,0.53,31737,7.1,23743,0.05,28061,0.13,20528
"E01005588","Greater Manchester","Rochdale 007F",28.01,2,3,9219,"B","North West",28.01,9119,0.21,8148,0.16,5435,0.93,4681,19.49,13725,6.2,30755,0.56,8334,10.3,22552,7.06,23784,16.79,15437,7.68,23136,4.72,26380,16.23,15825,22.75,11815,0.2,13337,0.24,10218
"E01005589","Greater Manchester","Rochdale 009B",25.98,2,4,10250,"B","North West",25.98,10147,0.18,10035,0.13,8054,0.92,4829,18.7,14279,5.7,31052,0.54,8589,21.82,12672,28.4,9147,8.65,22171,7.26,23572,4.13,27074,15.69,16212,21.71,12382,0.29,8675,0.18,14974
"E01005590","Greater Manchester","Rochdale 009C",54.83,1,1,1427,"B","North West",54.83,1435,0.39,1244,0.27,831,1.68,944,39.11,5518,9.02,28624,1.04,3279,25.88,10420,25.79,10298,26.05,10180,9.11,21721,8.94,21885,26.25,10086,51.96,3012,0.45,3335,0.48,1403
"E01005591","Greater Manchester","Rochdale 009D",16.65,3,6,16963,"B","North West",16.65,16784,0.09,18737,0.08,16229,0.43,10008,10.58,21015,7.49,29847,0.93,4220,13.21,19555,12.78,18458,14.09,17413,8.93,21892,6.04,24880,9.32,21522,11.84,19241,0.09,22205,0.18,15449
"E01005592","Greater Manchester","Rochdale 009E",59.04,1,1,909,"B","North West",59.04,908,0.36,1924,0.25,1124,2.06,294,46.97,3754,18.49,18193,2.1,120,15.27,17591,12.58,18619,20.65,12984,31.85,7816,5.14,25890,39.73,5424,54.21,2692,0.5,2108,0.25,9722
"E01005593","Greater Manchester","Rochdale 004D",35.79,1,2,6006,"B","North West",35.79,5950,0.27,5027,0.18,3940,1.27,2397,33.95,6960,21.15,15274,0.16,13947,6.72,26798,5.85,25092,8.46,22352,36.99,6165,5.3,25708,39.79,5409,28.1,9272,0.37,5521,0.22,11582
"E01005594","Greater Manchester","Rochdale 002B",23.63,2,4,11641,"B","North West",23.63,11517,0.14,13452,0.11,11437,0.71,6830,22.66,11818,21.6,14763,0.91,4414,6.25,27387,6.33,24566,6.1,24822,39.89,5385,3.32,28061,22.01,12216,23.31,11521,0.17,14913,0.17,15761
"E01005595","Greater Manchester","Rochdale 004E",52.33,1,1,1795,"B","North West",52.33,1801,0.26,5375,0.29,560,2.27,142,33.58,7098,20.08,16415,0.88,4684,27.9,9434,27.34,9601,29.02,8895,30.3,8388,9.86,21009,23.47,11437,43.69,4500,0.19,13510,0.38,3625
"E01005596","Greater Manchester","Rochdale 003D",13.78,4,7,19709,"B","North West",13.78,19506,0.09,19670,0.07,18585,0.4,10289,10.07,21497,12.99,24581,-0.16,18616,20.9,13244,13.11,18189,36.49,6309,22.2,12108,3.78,27496,9.53,21316,10.61,20318,0.11,20171,0.16,17202
"E01005597","Greater Manchester","Rochdale 002C",13.62,4,7,19863,"B","North West",13.62,19660,0.06,23998,0.08,15816,0.65,7411,8.55,23045,20.6,15840,-0.38,21850,8.42,24707,10.76,20183,3.74,27543,36.81,6217,4.4,26757,9.39,21453,7.71,23108,0.08,24044,0.14,19855
"E01005598","Greater Manchester","Rochdale 002D",9.35,4,8,25148,"B","North West",9.35,24891,0.04,28758,0.08,16951,0.23,12647,9.09,22490,11.89,25819,-0.6,24735,6.37,27239,7.7,23124,3.73,27557,20.97,12800,2.82,28683,6.64,24229,11.54,19496,0.05,28118,0.06,29790
"E01005599","Greater Manchester","Salford 026A",56.07,1,1,1258,"B","North West",56.07,1262,0.29,4034,0.27,782,2.19,186,34.29,6855,16.3,20835,1.38,1370,44.46,3788,42.33,4800,48.72,3532,4.73,26368,27.88,9367,29.45,8722,39.14,5577,0.33,7038,0.42,2686
"E01005600","Greater Manchester","Salford 026B",34.83,1,2,6344,"B","North West",34.83,6282,0.2,8625,0.14,6882,1.17,2968,25.8,10178,14.5,22880,1.2,2231,38.36,5507,41.96,4883,31.14,8072,6.87,23989,22.14,12145,22.27,12073,29.34,8765,0.27,9410,0.28,8009
"E01005601","Greater Manchester","Salford 026C",45.19,1,1,3176,"B","North West",45.19,3177,0.29,4292,0.18,3726,1.7,901,38.97,5557,14.99,22347,1.21,2148,31.29,7981,24.58,10877,44.71,4285,4.03,27190,25.94,10229,32.98,7421,44.96,4235,0.41,4491,0.33,5486
"E01005602","Greater Manchester","Salford 026D",57.39,1,1,1112,"B","North West",57.39,1117,0.36,1989,0.27,805,2.23,167,38.68,5632,15.97,21198,1.42,1235,20.48,13527,16.97,15307,27.48,9540,5.92,25017,26.02,10194,37.72,5958,39.64,5447,0.51,2000,0.43,2362
"E01005603","Greater Manchester","Salford 027A",34.02,2,3,6614,"B","North West",34.02,6547,0.19,8908,0.12,9212,1.15,3132,29.74,8441,12.15,25516,1.05,3221,48.62,2833,48.89,3503,48.08,3644,2.37,29262,21.92,12262,25.25,10553,34.22,7007,0.29,8668,0.25,9941
"E01005604","Greater Manchester","Salford 027B",27.34,2,3,9559,"B","North West",27.34,9460,0.18,9937,0.14,7381,1.07,3594,24.86,10608,18.54,18152,-0.19,19099,18.69,14794,17.35,15052,21.37,12571,12.11,19010,24.96,10691,21.97,12235,27.75,9421,0.28,9207,0.23,11248
"E01005605","Greater Manchester","Salford 027C",35.56,1,2,6075,"B","North West",35.56,6019,0.19,9019,0.14,6799,1.51,1421,31.73,7714,15.71,21530,0.74,6162,38.32,5515,36.96,6173,41.04,5101,7.68,23140,23.74,11299,26.15,10131,37.32,6072,0.35,6270,0.24,10756
"E01005609","Greater Manchester","Salford 016A",73.53,1,1,112,"B","North West",73.53,117,0.44,676,0.26,958,2.46,62,79.93,343,23.44,12927,2.31,57,39.73,5090,28.54,9088,62.1,1787,15.94,16030,30.95,8144,80.13,585,79.73,603,0.64,479,0.55,660
"E01005610","Greater Manchester","Salford 022D",71.7,1,1,170,"B","North West",71.7,178,0.56,55,0.34,207,2.04,312,67.37,1075,24.85,11560,0.98,3797,16.56,16496,11,19976,27.7,9444,19.85,13459,29.85,8565,54.76,2618,79.98,592,0.86,20,0.57,569
"E01005611","Greater Manchester","Salford 016B",59.55,1,1,863,"B","North West",59.55,864,0.38,1609,0.25,1116,1.68,943,44.78,4184,24.63,11772,2.01,180,28.57,9113,21.86,12295,41.99,4877,15.19,16574,34.07,7056,40.53,5224,49.03,3480,0.56,1132,0.51,1038
"E01005612","Greater Manchester","Salford 016C",73.91,1,1,101,"B","North West",73.91,106,0.51,199,0.37,109,2.74,23,47.48,3642,21.87,14507,1.96,221,23.34,11773,11.88,19205,46.26,3978,10.47,20448,33.26,7325,39.04,5604,55.93,2467,0.57,1095,0.63,333
"E01005613","Greater Manchester","Salford 016D",68.92,1,1,272,"B","North West",68.92,281,0.45,534,0.32,270,2.41,79,46.68,3810,16.35,20782,1.8,377,26.37,10169,16.78,15442,45.55,4117,3.24,28158,29.45,8721,41.68,4950,51.68,3055,0.59,877,0.49,1254
"E01005614","Greater Manchester","Salford 016E",48.52,1,1,2469,"B","North West",48.52,2474,0.39,1306,0.11,10250,1.51,1403,38.69,5630,16.34,20783,1.72,503,46.38,3331,46.2,3991,46.73,3889,4.72,26372,27.96,9331,38.88,5646,38.51,5744,0.42,4104,0.37,4143
"E01005615","Greater Manchester","Salford 016F",47.51,1,1,2661,"B","North West",47.51,2669,0.33,2697,0.17,4528,1.58,1192,29.87,8396,23.86,12518,1.4,1294,39.26,5230,43.03,4642,31.72,7862,13.6,17791,34.11,7044,28.17,9246,31.57,7914,0.44,3437,0.41,2840
