"lsoa11cd","CAUTH18NM","lsoa11nm","IMD.2010.adjusted","National.quintile1","National.decile2","imd_rank","GOR.CODE","GOR.NAME","IMD.SCORE","RANK.OF.IMD.SCORE..where.1.is.most.deprived.","INCOME.SCORE","RANK.OF.INCOME.SCORE..where.1.is.most.deprived.","EMPLOYMENT.SCORE","RANK.OF.EMPLOYMENT.SCORE..where.1.is.most.deprived.","HEALTH.DEPRIVATION.AND.DISABILITY.SCORE","RANK.OF.HEALTH.DEPRIVATION.AND.DISABILITY.SCORE..where.1.is.most.deprived.","EDUCATION.SKILLS.AND.TRAINING.SCORE","RANK.OF.EDUCATION.SKILLS.AND.TRAINING.SCORE..where.1.is.most.deprived.","BARRIERS.TO.HOUSING.AND.SERVICES.SCORE","RANK.OF.BARRIERS.TO.HOUSING.AND.SERVICES.SCORE..where.1.is.most.deprived.","CRIME.AND.DISORDER.SCORE","RANK.OF.CRIME.SCORE..where.1.is.most.deprived.","LIVING.ENVIRONMENT.SCORE","RANK.OF.LIVING.ENVIRONMENT.SCORE..where.1.is.most.deprived.","Indoors.Sub.domain.Score","Indoors.Sub.domain.Rank..where.1.is.most.deprived.","Outdoors.Sub.domain.Score","Outdoors.Sub.domain.Rank..where.1.is.most.deprived.","Geographical.Barriers.Sub.domain.Score","Geographical.Barriers.Sub.domain.Rank..where.1.is.most.deprived.","Wider.Barriers.Sub.domain.Score","Wider.Barriers.Sub.domain.Rank..where.1.is.most.deprived.","Children.Young.People.Sub.domain.Score","Children.Young.People.Sub.domain.Rank..where.1.is.most.deprived.","Skills.Sub.domain.Score","Skills.Sub.domain.Rank..where.1.is.most.deprived.","IDACI.score","Rank.of.IDACI..where.1.is.most.deprived.","IDAOPI.score","Rank.of.IDAOPI..where.1.is.most.deprived."
"E01005292","Greater Manchester","Manchester 052B",49.72,1,1,2223,"B","North West",49.72,2228,0.3,3803,0.21,2329,2.04,313,56.29,2264,15.61,21639,1,3649,16.01,16957,18.93,14027,10.19,20708,1.32,30641,29.89,8549,57.8,2241,54.78,2616,0.43,3918,0.4,3189
"E01005293","Greater Manchester","Manchester 052C",25.68,2,4,10413,"B","North West",25.68,10304,0.08,20062,0.08,17139,0.91,4927,24.82,10636,26.15,10353,1.45,1132,22.5,12242,15.39,16429,36.73,6240,26,10202,26.31,10061,23.8,11266,25.84,10277,0.12,18980,0.2,13803
"E01005294","Greater Manchester","Manchester 052D",20.6,3,5,13681,"B","North West",20.6,13544,0.12,15636,0.1,12212,1.08,3582,14.4,17612,19.77,16719,0.01,16113,9.29,23713,5.79,25161,16.31,15771,16.52,15622,23.02,11671,12.24,18901,16.55,15599,0.15,15957,0.21,12548
"E01005295","Greater Manchester","Manchester 049E",26.86,2,3,9793,"B","North West",26.86,9694,0.14,12691,0.08,15797,1.55,1295,23.09,11570,21.56,14811,0.75,6034,12.63,20109,8.27,22543,21.33,12591,14.45,17129,28.67,9038,39.21,5559,6.97,23878,0.26,9998,0.28,8267
"E01005296","Greater Manchester","Manchester 029E",23.81,2,4,11525,"B","North West",23.81,11400,0.19,9365,0.09,15195,0.95,4534,6.8,25058,21.55,14828,0.55,8468,27.72,9511,19.35,13763,44.45,4339,3.74,27548,39.36,5520,8.79,22035,4.81,26269,0.25,10269,0.38,3687
"E01005297","Greater Manchester","Manchester 028A",32.31,2,3,7275,"B","North West",32.31,7211,0.27,4743,0.15,6030,1.19,2829,15.29,16858,21.29,15117,0.1,14798,20.77,13325,24.96,10692,12.4,18768,3.3,28088,39.28,5539,25.66,10359,4.93,26135,0.41,4548,0.39,3448
"E01005298","Greater Manchester","Manchester 028B",26.78,2,3,9839,"B","North West",26.78,9739,0.24,6490,0.1,12170,0.92,4831,14.48,17544,22.09,14282,0.23,13022,27.34,9707,33.68,7186,14.66,16971,6.06,24856,38.11,5851,22.3,12056,6.67,24204,0.31,7837,0.49,1293
"E01005299","Greater Manchester","Manchester 029F",23.35,2,4,11802,"B","North West",23.35,11680,0.21,8074,0.09,14292,0.65,7398,9.27,22315,20.85,15599,0.58,8066,23.5,11687,14.23,17299,42.03,4868,6.43,24454,35.26,6679,10.49,20435,8.06,22754,0.25,10167,0.31,6729
"E01005300","Greater Manchester","Manchester 033D",18.86,3,5,15021,"B","North West",18.86,14874,0.19,9489,0.07,19389,0.39,10463,15.99,16288,21.36,15031,-0.07,17327,17.76,15511,13.53,17847,26.2,10107,12.21,18930,30.5,8311,15.99,15998,15.99,15994,0.25,10453,0.22,11936
"E01005301","Greater Manchester","Manchester 033E",20.4,3,5,13836,"B","North West",20.4,13696,0.14,13159,0.09,15247,0.75,6410,2.81,29657,20.74,15710,0.45,9709,29.91,8538,26.85,9815,36.03,6445,2.49,29107,38.98,5618,4.29,26883,1.33,30635,0.18,14034,0.25,9952
"E01005302","Greater Manchester","Manchester 028C",35.22,1,2,6199,"B","North West",35.22,6141,0.19,9196,0.16,5606,1.63,1052,7.56,24139,22.17,14199,0.88,4675,39.63,5124,44.45,4340,30,8505,2.1,29611,42.25,4818,12.32,18833,2.8,28706,0.22,11695,0.34,5332
"E01005304","Greater Manchester","Manchester 040B",22.27,2,4,12485,"B","North West",22.27,12355,0.1,17869,0.07,20417,1.05,3801,2.29,30290,20.6,15841,1.31,1658,30.8,8169,26.49,9978,39.42,5504,0.7,31499,40.5,5232,3.45,27901,1.13,30902,0.16,15736,0.28,8229
"E01005305","Greater Manchester","Manchester 036A",16.96,3,6,16674,"B","North West",16.96,16501,0.09,19262,0.04,27271,0.57,8328,6.15,25802,16.76,20240,1.32,1600,18.58,14878,16.09,15923,23.57,11387,1.79,30024,31.74,7856,7.89,22930,4.41,26740,0.14,17306,0.25,9551
"E01005306","Greater Manchester","Manchester 040C",13.51,4,7,19994,"B","North West",13.51,19791,0.06,24482,0.05,26698,0.33,11261,0.34,32328,25.55,10901,0.9,4488,17.17,15985,17.49,14956,16.52,15623,13.42,17940,37.68,5971,0.39,31927,0.3,32062,0.03,30306,0.21,13140
"E01005307","Greater Manchester","Manchester 040D",17.21,3,6,16442,"B","North West",17.21,16269,0.07,23595,0.04,28293,0.84,5560,3.18,29205,17.92,18841,1.18,2360,30.42,8323,28.39,9154,34.5,6919,0.87,31256,34.97,6771,4.88,26192,1.49,30424,0.14,17495,0.22,11568
"E01005308","Greater Manchester","Manchester 040E",33.72,2,3,6714,"B","North West",33.72,6649,0.23,6781,0.12,9830,1.18,2913,27.86,9241,18.03,18717,1.28,1782,21.85,12648,20.68,12969,24.21,11060,3.37,27996,32.68,7521,36.09,6428,19.62,13595,0.48,2701,0.39,3466
"E01005309","Greater Manchester","Manchester 036B",25.24,2,4,10644,"B","North West",25.24,10529,0.08,20091,0.06,20861,1.32,2137,12.5,19250,26.19,10316,1.1,2892,38.78,5381,34.82,6816,46.7,3896,7.49,23333,44.89,4249,22.94,11711,2.06,29664,0.2,12883,0.39,3424
"E01005310","Greater Manchester","Manchester 036C",35.5,1,2,6098,"B","North West",35.5,6040,0.2,8376,0.1,12138,1.61,1100,34.35,6841,26.21,10303,1.17,2380,20.07,13788,19.16,13884,21.91,12270,12.98,18292,39.44,5500,43.69,4499,25.01,10669,0.53,1664,0.47,1562
"E01005311","Greater Manchester","Manchester 036D",23.35,2,4,11807,"B","North West",23.35,11685,0.14,13341,0.07,19414,1.16,3073,11.8,19890,17.63,19180,0.71,6520,35.21,6519,33.92,7106,37.79,5940,0.19,32212,35.07,6738,16.96,15318,6.64,24234,0.43,3875,0.27,8717
"E01005312","Greater Manchester","Manchester 036E",34.07,2,3,6599,"B","North West",34.07,6532,0.1,17320,0.05,24760,1.53,1349,43.65,4408,23.77,12613,2.36,49,35.97,6253,38.51,5742,30.87,8174,1.82,29985,45.72,4083,83.51,447,3.79,27480,0.38,5248,0.49,1287
"E01005313","Greater Manchester","Manchester 053A",52.53,1,1,1763,"B","North West",52.53,1769,0.32,3015,0.2,2671,1.92,470,70.01,882,17.94,18818,0.87,4732,24.97,10873,20.06,13332,34.8,6824,6.43,24456,29.45,8722,71.34,1055,68.68,1237,0.51,1953,0.38,3699
"E01005314","Greater Manchester","Manchester 053B",47.44,1,1,2676,"B","North West",47.44,2683,0.31,3388,0.2,2827,1.76,741,55.82,2314,14.09,23352,0.94,4131,15.31,17562,12.03,19077,21.86,12294,1.31,30659,26.86,9810,57.54,2272,54.1,2707,0.48,2678,0.41,2995
"E01005315","Greater Manchester","Manchester 053C",56.08,1,1,1256,"B","North West",56.08,1260,0.34,2524,0.24,1507,2.14,217,69.08,946,20.33,16120,0.93,4218,14.1,18658,16.47,15654,9.36,21478,9.75,21114,30.92,8155,91.93,180,46.24,3983,0.5,2270,0.41,2964
"E01005316","Greater Manchester","Manchester 053D",27.71,2,3,9371,"B","North West",27.71,9273,0.16,11293,0.11,11143,1.3,2240,38.31,5730,20.99,15437,0.19,13498,8.11,25083,11.08,19907,2.17,29526,14.12,17383,27.87,9373,57.86,2235,18.77,14126,0.28,9061,0.31,6542
"E01005317","Greater Manchester","Manchester 052E",48.59,1,1,2456,"B","North West",48.59,2461,0.33,2876,0.22,1910,1.83,609,50.92,3033,22.45,13899,0.18,13638,18.74,14759,16.98,15300,22.26,12078,12.26,18883,32.63,7540,51.78,3039,50.06,3309,0.45,3334,0.36,4432
"E01005318","Greater Manchester","Manchester 053E",50.33,1,1,2119,"B","North West",50.33,2125,0.28,4423,0.18,4011,1.8,656,64.46,1321,14.65,22706,1.74,462,20.53,13484,14.78,16879,32.03,7750,0.51,31756,28.79,8987,56.64,2379,72.28,996,0.41,4486,0.38,3811
"E01005319","Greater Manchester","Manchester 051E",52.33,1,1,1796,"B","North West",52.33,1802,0.3,3693,0.17,4382,1.7,896,71.43,806,20.95,15484,1.86,308,19.55,14170,16.56,15594,25.54,10418,8.99,21841,32.91,7444,79.51,613,63.35,1670,0.49,2408,0.33,5484
"E01005320","Greater Manchester","Oldham 024A",48.57,1,1,2461,"B","North West",48.57,2466,0.35,2324,0.24,1518,1.4,1772,57.37,2133,13.1,24454,-0.92,28059,39.8,5065,52.22,2973,14.96,16745,9.62,21232,16.57,15586,56.3,2421,58.43,2169,0.43,3885,0.3,6907
"E01005321","Greater Manchester","Oldham 022A",41.82,1,2,4041,"B","North West",41.82,4026,0.29,4168,0.21,2414,0.94,4643,44.58,4221,12.4,25245,0.09,14961,48.3,2906,51.76,3042,41.37,5022,6.84,24018,17.97,14644,34.61,6884,54.56,2645,0.34,6863,0.3,6882
"E01005322","Greater Manchester","Oldham 029A",62.85,1,1,601,"B","North West",62.85,611,0.46,490,0.3,383,1.77,721,68.63,977,13.37,24163,-0.3,20777,35.22,6513,29.02,8895,47.61,3727,10.71,20228,16.02,15975,54.77,2617,82.48,487,0.57,1079,0.45,1950
"E01005323","Greater Manchester","Oldham 029B",44.39,1,2,3365,"B","North West",44.39,3362,0.28,4502,0.18,4028,1.15,3126,42.93,4573,13.49,24014,2.43,34,18.86,14687,19.99,13377,16.6,15567,16.55,15597,10.43,20487,41.93,4890,43.92,4451,0.42,4141,0.36,4408
"E01005324","Greater Manchester","Oldham 029C",45.63,1,1,3083,"B","North West",45.63,3085,0.34,2599,0.23,1660,1.28,2368,64.87,1283,13.81,23669,-0.5,23451,10.67,22175,7.81,23004,16.37,15725,12.38,18784,15.24,16541,35.88,6491,93.87,131,0.44,3477,0.34,5164
"E01005325","Greater Manchester","Oldham 029D",65.81,1,1,416,"B","North West",65.81,427,0.49,273,0.34,208,2.11,237,76.46,494,13.87,23606,-0.34,21267,8.85,24242,3.04,28403,20.45,13099,13.16,18145,14.58,17034,69.35,1189,83.57,445,0.58,1000,0.52,942
"E01005326","Greater Manchester","Oldham 022B",59.42,1,1,872,"B","North West",59.42,873,0.53,120,0.21,2404,1.66,988,66.9,1112,16.84,20127,-0.64,25180,46.54,3302,52.93,2870,33.75,7162,3.41,27948,30.26,8403,34.22,7007,99.57,9,0.52,1883,0.81,79
"E01005327","Greater Manchester","Oldham 017A",28.72,2,3,8878,"B","North West",28.72,8780,0.16,11418,0.15,6282,1.01,4100,27.84,9249,7.33,29990,0.43,10011,28.26,9259,9.75,21113,65.28,1501,6.99,23857,7.66,23163,23.78,11277,31.89,7800,0.18,14137,0.19,14697
"E01005328","Greater Manchester","Oldham 017B",53.22,1,1,1655,"B","North West",53.22,1661,0.35,2334,0.3,465,1.49,1466,51.66,2921,9.73,27966,0.85,4922,17.59,15638,10.66,20279,31.46,7955,5.54,25438,13.92,17544,58.39,2174,44.93,4241,0.38,5220,0.41,2894
"E01005329","Greater Manchester","Oldham 015A",8.56,4,8,26154,"B","North West",8.56,25893,0.05,27921,0.07,19968,-0.34,20759,11.04,20588,24.45,11935,-0.84,27320,2.81,31096,1.76,30053,4.91,26161,38.45,5759,10.45,20463,9.46,21384,12.62,18583,0.09,22682,0.06,29908
"E01005330","Greater Manchester","Oldham 015B",17.88,3,5,15874,"B","North West",17.88,15701,0.05,27116,0.09,15177,-0.11,17533,15.02,17084,18.57,18128,1.64,632,9.37,23611,6.08,24834,15.93,16039,32.9,7446,4.23,26957,15.37,16447,14.67,16964,0.04,28855,0.11,23462
"E01005331","Greater Manchester","Oldham 017C",24.22,2,4,11268,"B","North West",24.22,11148,0.14,13034,0.12,9111,0.25,12408,30.56,8130,10.45,27291,0.87,4797,19.81,13987,18.38,14375,22.69,11848,12.04,19075,8.86,21960,24.96,10694,36.16,6406,0.21,12746,0.16,17330
"E01005332","Greater Manchester","Oldham 028A",25.17,2,4,10700,"B","North West",25.17,10584,0.2,8585,0.13,8260,0.59,8149,29.38,8581,5.63,31083,-0.24,19960,24.67,11036,15.29,16500,43.41,4560,2.38,29246,8.87,21950,18.8,14104,39.95,5369,0.28,8836,0.26,9378
"E01005333","Greater Manchester","Oldham 015C",7,5,9,28100,"B","North West",7,27812,0.05,27259,0.06,21776,-0.42,21961,10.58,21012,12.41,25237,-0.7,25906,8.02,25198,2.22,29452,19.63,13594,17.39,15027,7.42,23405,8.02,22793,13.14,18163,0.08,23821,0.08,26960
"E01005334","Greater Manchester","Oldham 017D",7.26,5,9,27768,"B","North West",7.26,27474,0.04,29214,0.06,23540,-0.21,19045,8.71,22870,12.46,25182,-0.69,25768,15.87,17082,1.22,30779,45.18,4191,21.96,12244,2.96,28506,9.18,21654,8.24,22577,0.04,29077,0.1,25150
"E01005335","Greater Manchester","Oldham 010A",10.72,4,8,23309,"B","North West",10.72,23082,0.06,24840,0.08,16045,0.17,13461,7.47,24236,13.22,24320,-0.65,25343,13.16,19608,9.83,21042,19.82,13476,19.37,13750,7.07,23771,3,28456,11.93,19163,0.08,23641,0.1,24692
"E01005336","Greater Manchester","Oldham 015D",12.21,4,7,21497,"B","North West",12.21,21286,0.04,29415,0.06,22667,-0.27,19774,10.35,21240,11.63,26114,1.39,1307,5.56,28189,2.66,28892,11.38,19642,19.06,13943,4.19,26997,3.97,27265,16.73,15478,0.02,31493,0.08,27475
"E01005337","Greater Manchester","Oldham 010B",32.03,2,3,7399,"B","North West",32.03,7335,0.32,3131,0.13,8309,0.49,9308,36.6,6186,10.7,27020,0.59,7906,17.79,15491,21.72,12373,9.92,20957,9.49,21362,11.92,19172,38.97,5620,34.22,7009,0.45,3229,0.24,10468
"E01005338","Greater Manchester","Oldham 017E",46.25,1,1,2927,"B","North West",46.25,2930,0.35,2201,0.2,3010,1.46,1582,43.79,4375,9.66,28026,1.05,3204,19.9,13922,8.79,22028,42.12,4848,2.83,28670,16.49,15642,40.31,5279,47.27,3789,0.4,4727,0.39,3313
"E01005339","Greater Manchester","Oldham 010C",14.36,3,6,19038,"B","North West",14.36,18834,0.04,29341,0.05,24091,-0.13,17862,4.68,27453,14.52,22846,1.77,411,16.16,16839,3.14,28287,42.2,4829,27.6,9487,1.45,30476,2.76,28757,6.59,24285,0.03,30965,0.06,29836
"E01005340","Greater Manchester","Oldham 010D",40.15,1,2,4543,"B","North West",40.15,4518,0.26,5207,0.2,3090,1.05,3751,42.53,4658,20.27,16196,0.87,4807,20.44,13550,5.91,25022,49.5,3401,24.89,10725,15.65,16239,43.16,4614,41.9,4898,0.33,6922,0.29,7460
"E01005341","Greater Manchester","Oldham 028B",23.25,2,4,11870,"B","North West",23.25,11749,0.12,15089,0.11,10673,0.3,11815,35.23,6581,11.49,26244,0.04,15759,40.36,4899,27.15,9683,66.79,1379,10.32,20589,12.67,18543,28.05,9295,42.41,4782,0.15,16687,0.23,10854
"E01005342","Greater Manchester","Oldham 027A",46.55,1,1,2861,"B","North West",46.55,2862,0.3,3767,0.28,643,1.27,2407,43.04,4552,9.29,28393,0.44,9881,21.11,13113,18.77,14125,25.8,10294,1.61,30261,16.97,15312,32.91,7442,53.17,2836,0.37,5581,0.33,5498
"E01005343","Greater Manchester","Oldham 027B",41.1,1,2,4243,"B","North West",41.1,4229,0.23,6580,0.19,3284,0.92,4768,38.83,5596,7.05,30178,1.93,236,24.84,10933,18.47,14316,37.58,5997,1.28,30702,12.82,18418,38.19,5829,39.47,5492,0.33,7165,0.24,10345
"E01005344","Greater Manchester","Oldham 027C",38.21,1,2,5155,"B","North West",38.21,5114,0.24,6210,0.18,4248,1.26,2449,41.36,4958,8.33,29222,0.84,5090,27.98,9398,32.12,7719,19.71,13545,1.33,30634,15.32,16480,35.46,6618,47.27,3790,0.35,6314,0.26,9075
"E01005345","Greater Manchester","Oldham 028C",14.72,3,6,18710,"B","North West",14.72,18508,0.09,19866,0.09,14625,0.31,11543,22.1,12133,5.89,30946,-0.76,26491,17.34,15845,13.29,18043,25.43,10466,4.07,27149,7.71,23115,13.1,18195,31.1,8087,0.11,19668,0.13,20796
"E01005346","Greater Manchester","Oldham 028D",18.54,3,5,15302,"B","North West",18.54,15145,0.09,18928,0.11,10666,0.46,9648,21.18,12645,11.93,25775,-0.43,22496,25.74,10479,10.89,20067,55.42,2532,14.92,16774,8.94,21883,14.01,17473,28.35,9169,0.08,23283,0.17,16152
"E01005347","Greater Manchester","Oldham 028E",25.45,2,4,10540,"B","North West",25.45,10425,0.12,14926,0.12,10116,0.32,11467,26.82,9689,17.33,19552,1.32,1612,19.82,13979,18.33,14405,22.8,11787,25.1,10625,9.56,21296,14.08,17420,39.56,5467,0.2,13120,0.12,21425
"E01005348","Greater Manchester","Oldham 014A",43.92,1,2,3467,"B","North West",43.92,3459,0.42,888,0.2,3016,0.98,4280,52.23,2827,10.5,27228,-0.88,27744,18.53,14914,11.04,19939,33.52,7236,5.15,25883,15.84,16099,39.97,5365,64.5,1568,0.53,1667,0.43,2437
"E01005349","Greater Manchester","Oldham 016A",62.23,1,1,639,"B","North West",62.23,650,0.55,67,0.15,6194,0.53,8753,64.44,1325,23.91,12443,3.61,3,68.37,431,74.22,881,56.67,2376,4.06,27163,43.77,4482,29.21,8817,99.68,7,0.6,832,0.89,42
"E01005350","Greater Manchester","Oldham 014B",77.06,1,1,52,"B","North West",77.06,52,0.63,13,0.44,20,2.82,16,73.14,694,11.17,26556,1.19,2300,29.98,8511,21.35,12582,47.25,3793,3.28,28111,19.06,13943,60.81,1914,85.47,376,0.74,117,0.67,225
"E01005351","Greater Manchester","Oldham 016B",49.52,1,1,2268,"B","North West",49.52,2273,0.49,275,0.16,5801,0.44,9881,72.53,735,16.8,20183,0.05,15605,44.79,3701,51.42,3094,31.54,7925,9.41,21434,24.2,11068,54.57,2643,90.49,219,0.51,1915,0.8,93
"E01005352","Greater Manchester","Oldham 016C",55.52,1,1,1328,"B","North West",55.52,1333,0.47,365,0.23,1667,1.41,1751,62.23,1560,16.74,20273,-0.64,25262,34.75,6686,35.52,6601,33.21,7341,6.75,24112,26.72,9873,49.31,3432,75.16,829,0.6,813,0.49,1315
"E01005353","Greater Manchester","Oldham 016D",66.41,1,1,382,"B","North West",66.41,394,0.58,33,0.3,429,1.62,1076,71.46,804,15.08,22247,-0.54,24022,42.55,4291,31.96,7776,63.74,1635,6.69,24174,23.46,11440,44.48,4333,98.43,31,0.7,213,0.69,196
"E01005354","Greater Manchester","Oldham 016E",30.78,2,3,7931,"B","North West",30.78,7854,0.37,1675,0.12,9995,0.09,14665,38.97,5558,14.64,22724,-0.49,23396,16.68,16406,20.45,13101,9.13,21703,7.62,23206,21.66,12406,28.54,9092,49.4,3417,0.57,1076,0.32,6131
"E01005355","Greater Manchester","Oldham 005A",19.62,3,5,14410,"B","North West",19.62,14273,0.1,17551,0.12,9683,0.45,9752,24.72,10688,12.28,25365,-0.35,21394,21.79,12699,17.01,15286,31.36,7991,12.78,18452,11.77,19299,17.65,14852,31.8,7834,0.09,21694,0.21,12670
"E01005356","Greater Manchester","Oldham 005B",8.01,5,9,26854,"B","North West",8.01,26580,0.04,29163,0.07,19274,-0.15,18159,7.39,24331,13.23,24308,-0.2,19343,7.15,26257,3.05,28394,15.36,16450,19.58,13621,6.88,23972,3.22,28186,11.56,19480,0.03,30611,0.12,21444
"E01005357","Greater Manchester","Oldham 001A",8.11,5,9,26732,"B","North West",8.11,26462,0.06,24765,0.08,16089,-0.23,19301,5.82,26140,13.29,24231,-1.15,29790,3.03,30906,3.21,28198,2.68,28862,19.85,13460,6.74,24129,2.99,28474,8.66,22157,0.07,24786,0.09,26269
"E01005358","Greater Manchester","Oldham 001B",23.71,2,4,11591,"B","North West",23.71,11466,0.18,9875,0.12,9226,0.88,5167,27.76,9284,9.2,28482,-0.31,20860,11.03,21757,13.12,18181,6.86,23996,8.08,22736,10.32,20590,21.19,12674,34.33,6974,0.18,14192,0.32,6185
"E01005359","Greater Manchester","Oldham 001C",16.16,3,6,17403,"B","North West",16.16,17217,0.06,24988,0.09,15050,0.13,14084,9.65,21925,8.99,28646,1.38,1359,9.42,23561,6.98,23874,14.3,17248,11.8,19274,6.18,24733,4.44,26710,14.87,16813,0.07,24888,0.08,27281
"E01005360","Greater Manchester","Oldham 001D",21.04,3,5,13352,"B","North West",21.04,13217,0.17,10673,0.14,7261,0.2,13055,23.61,11269,12.58,25046,-0.35,21479,7.56,25792,4.13,27069,14.43,17151,16.17,15868,8.99,21839,18.45,14331,28.78,8991,0.29,8648,0.16,16832
"E01005361","Greater Manchester","Oldham 003A",10.33,4,8,23825,"B","North West",10.33,23597,0.08,21499,0.07,17977,0.08,14805,7.47,24229,6.97,30237,-0.38,21879,12.02,20703,4.75,26342,26.57,9940,7.22,23617,6.72,24144,3.7,27596,11.25,19752,0.13,17831,0.09,26618
"E01005362","Greater Manchester","Oldham 031A",19.52,3,5,14492,"B","North West",19.52,14353,0.09,19456,0.11,11278,0.09,14689,26.51,9825,16.7,20324,-0.12,18008,34.89,6635,18.69,14179,67.29,1340,24.37,10979,9.03,21801,20.19,13256,32.84,7467,0.1,21006,0.13,20553
"E01005363","Greater Manchester","Oldham 032A",23.38,2,4,11785,"B","North West",23.38,11663,0.15,12626,0.11,10869,0.76,6290,26,10073,6.71,30418,0.27,12319,26.21,10251,24.58,10879,29.47,8714,0.45,31852,12.98,18293,18.91,14040,33.09,7382,0.21,12519,0.23,10960
"E01005364","Greater Manchester","Oldham 031B",13.22,4,7,20325,"B","North West",13.22,20122,0.08,21802,0.09,14353,-0.02,16207,18.36,14521,11.72,26013,-0.19,19136,11.56,21180,13.6,17791,7.48,23342,14.69,16948,8.75,22073,8.24,22572,28.47,9119,0.1,21493,0.12,21186
"E01005365","Greater Manchester","Oldham 033A",15.94,3,6,17563,"B","North West",15.94,17376,0.06,24685,0.07,18329,-0.18,18491,16.92,15605,20.12,16385,1.16,2440,12.77,19983,12.05,19066,14.23,17303,33.32,7304,6.91,23945,8.54,22278,25.29,10533,0.07,24590,0.12,22403
"E01005366","Greater Manchester","Oldham 033B",29.13,2,3,8681,"B","North West",29.13,8589,0.22,7443,0.16,5090,0.67,7183,33.95,6962,16.95,19987,-0.27,20356,15.27,17601,10.67,20271,24.47,10934,20.43,13115,13.47,17898,26.53,9958,41.36,5024,0.23,11225,0.34,5153
"E01005367","Greater Manchester","Oldham 033C",13.13,4,7,20440,"B","North West",13.13,20240,0.04,29369,0.07,20331,-0.34,20811,9.72,21865,22.43,13918,1.23,2073,6.38,27237,3,28463,13.13,18166,41.79,4924,3.08,28358,2.81,28700,16.64,15538,0.02,31314,0.09,26023
"E01005368","Greater Manchester","Oldham 031C",32.48,2,3,7197,"B","North West",32.48,7137,0.17,10835,0.16,5497,1.02,3982,32.28,7525,9.55,28135,0.56,8288,43.37,4073,38.34,5790,53.45,2797,4.41,26742,14.7,16942,26.92,9786,37.64,5980,0.2,13018,0.29,7358
"E01005369","Greater Manchester","Oldham 032B",38.69,1,2,5005,"B","North West",38.69,4967,0.25,5661,0.17,4615,1.31,2194,40.62,5154,9.25,28430,0.43,9985,42.39,4345,47.58,3734,32.01,7757,4.92,26143,13.58,17812,33.43,7269,47.82,3690,0.32,7229,0.32,6210
"E01005370","Greater Manchester","Oldham 032C",47.47,1,1,2668,"B","North West",47.47,2675,0.29,4003,0.23,1788,1.44,1653,35.86,6387,12.33,25309,1.39,1312,30.4,8329,22.1,12164,47.01,3837,7.43,23401,17.23,15130,26.27,10076,45.45,4136,0.39,4925,0.38,3770
"E01005371","Greater Manchester","Oldham 032D",30.31,2,3,8142,"B","North West",30.31,8067,0.17,10692,0.14,7006,0.94,4598,36.98,6082,9.28,28396,0.53,8731,33.05,7300,39.39,5511,20.36,13154,5.28,25737,13.29,18038,26.97,9762,46.98,3843,0.21,12466,0.23,11101
"E01005372","Greater Manchester","Oldham 034A",31.25,2,3,7724,"B","North West",31.25,7652,0.16,11219,0.16,5603,0.8,5883,32.01,7619,7.03,30200,1.37,1400,14.84,17983,15.12,16631,14.28,17261,3.45,27903,10.62,20316,21.54,12475,42.49,4764,0.22,11925,0.21,12538
"E01005373","Greater Manchester","Oldham 034B",13.04,4,7,20544,"B","North West",13.04,20346,0.06,24822,0.09,13605,0.47,9443,15.61,16597,10.14,27565,-0.38,21964,5.62,28117,3.23,28166,10.39,20520,11.73,19338,8.56,22259,5.94,24988,25.28,10540,0.05,27392,0.1,24010
"E01005374","Greater Manchester","Oldham 034C",26.21,2,4,10144,"B","North West",26.21,10041,0.14,12851,0.13,8431,0.53,8820,28.93,8793,17.82,18954,1.16,2497,7.85,25410,9.07,21755,5.39,25606,25.59,10391,10.06,20829,19.05,13947,38.81,5664,0.2,13342,0.16,17491
"E01005375","Greater Manchester","Oldham 034D",12.96,4,7,20652,"B","North West",12.96,20453,0.07,22781,0.09,13857,0.15,13831,16.11,16203,8.41,29159,-0.16,18630,9.81,23122,6.94,23913,15.54,16319,11.67,19391,5.16,25872,3.76,27523,28.46,9124,0.1,20629,0.08,26970
"E01005376","Greater Manchester","Oldham 031D",40.29,1,2,4511,"B","North West",40.29,4486,0.26,5127,0.2,2957,1.19,2847,50.01,3184,5.41,31200,0.05,15681,38.35,5508,26.41,10012,62.22,1775,0.66,31559,10.17,20722,49.41,3415,50.6,3221,0.39,5058,0.23,10971
"E01005377","Greater Manchester","Oldham 030A",57.33,1,1,1121,"B","North West",57.33,1126,0.44,647,0.28,682,1.43,1678,73.96,637,8.57,29028,0.13,14346,11.61,21140,2.3,29345,30.22,8421,3.1,28333,14.03,17455,56.78,2362,91.14,201,0.55,1390,0.48,1383
"E01005378","Greater Manchester","Oldham 031E",36.82,1,2,5617,"B","North West",36.82,5570,0.17,10406,0.15,5942,0.8,5903,31.94,7637,5.84,30970,2.59,23,39.4,5185,34.29,6986,49.62,3380,1.61,30260,10.08,20806,11.95,19151,51.93,3017,0.27,9659,0.16,17007
"E01005379","Greater Manchester","Oldham 030B",59.96,1,1,825,"B","North West",59.96,826,0.39,1315,0.26,982,1.26,2460,68.7,971,9.11,28551,2.95,9,17.55,15665,8.15,22664,36.36,6348,1.02,31052,17.2,15157,62.51,1748,74.9,843,0.52,1784,0.34,5384
